2024-04-02 16:37:24.775840	https://www.encodeproject.org/cart-report/?type=Experiment&cart=%2Fcarts%2Fea2ae398-47d3-468c-9395-3505d9d6e2dd%2F&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR458PAO/	ENCSR458PAO	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K36me3-mouse/	H3K36me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap hindbrain tissue postnatal (0 days)	hindbrain	GEO:GSE82711	H3K36me3 ChIP-seq on postnatal 0 day mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AIK/,/files/ENCFF002AIO/,/files/ENCFF359RLE/,/files/ENCFF868WED/,/files/ENCFF646BRW/,/files/ENCFF016PNE/,/files/ENCFF609JVH/,/files/ENCFF254VIE/,/files/ENCFF765EFU/,/files/ENCFF613RXQ/,/files/ENCFF946KGB/,/files/ENCFF079YAW/,/files/ENCFF731EJZ/,/files/ENCFF042ZOT/,/files/ENCFF390GOR/,/files/ENCFF454HVL/,/files/ENCFF061XMP/,/files/ENCFF847KLG/,/files/ENCFF318VQG/,/files/ENCFF238YIZ/,/files/ENCFF620PAX/,/files/ENCFF259AIP/,/files/ENCFF109EIV/,/files/ENCFF399WSX/,/files/ENCFF336IUL/,/files/ENCFF194CJT/,/files/ENCFF701FGX/,/files/ENCFF748SPA/,/files/ENCFF950IHT/,/files/ENCFF213GHD/,/files/ENCFF184XCE/,/files/ENCFF227QPH/,/files/ENCFF902TZR/,/files/ENCFF254LSM/,/files/ENCFF562BME/,/files/ENCFF894AGF/,/files/ENCFF381FKU/,/files/ENCFF530BNG/,/files/ENCFF826VUZ/,/files/ENCFF914WMT/,/files/ENCFF668GCZ/,/files/ENCFF489DZY/,/files/ENCFF526WHT/,/files/ENCFF865NOU/,/files/ENCFF541YTW/,/files/ENCFF182LFK/,/files/ENCFF592XAV/,/files/ENCFF861FJL/,/files/ENCFF302QBN/,/files/ENCFF109QJB/,/files/ENCFF886UDG/,/files/ENCFF137QUY/,/files/ENCFF065UFG/,/files/ENCFF308DJE/,/files/ENCFF965RJF/	/organism-development-series/ENCSR416IZP/,/reference-epigenomes/ENCSR803VSL/	ENCBS040AAA,ENCBS556AAA	1,2	1,2	ENCAB000ADV	Mus musculus	postnatal	0 days												/replicates/1b06295d-57c1-480c-9e6d-e8a8ed1e0b6e/,/replicates/da95dfb2-71a5-42f2-95b1-c91edc131d05/,/replicates/5a0f2fc5-7b1a-4ab9-a285-85100aa28f68/				
/experiments/ENCSR070MOK/	ENCSR070MOK	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27me3-mouse/	H3K27me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap forebrain tissue postnatal (0 days)	forebrain	GEO:GSE82404	H3K27me3 ChIP-seq on postnatal 0 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AGV/,/files/ENCFF002CBZ/,/files/ENCFF456ABX/,/files/ENCFF146ZPB/,/files/ENCFF603KJV/,/files/ENCFF862GWG/,/files/ENCFF679HSH/,/files/ENCFF611NML/,/files/ENCFF586BIU/,/files/ENCFF082WQI/,/files/ENCFF053HOY/,/files/ENCFF794BGQ/,/files/ENCFF192CUF/,/files/ENCFF379BVB/,/files/ENCFF604PTG/,/files/ENCFF894MLH/,/files/ENCFF464HSM/,/files/ENCFF102IIL/,/files/ENCFF461UUN/,/files/ENCFF209MUZ/,/files/ENCFF508DLX/,/files/ENCFF338UAL/,/files/ENCFF851TRP/,/files/ENCFF775YDY/,/files/ENCFF296HOF/,/files/ENCFF831IBT/,/files/ENCFF143XJT/,/files/ENCFF871WZC/,/files/ENCFF373DTD/,/files/ENCFF855LFD/,/files/ENCFF547NAQ/,/files/ENCFF866ZZI/,/files/ENCFF251ZQX/,/files/ENCFF128XDV/,/files/ENCFF249VGQ/,/files/ENCFF183CXT/,/files/ENCFF769WNP/,/files/ENCFF915VHI/,/files/ENCFF436ZFY/,/files/ENCFF161QFY/,/files/ENCFF637QSV/,/files/ENCFF290TRM/,/files/ENCFF529KXF/,/files/ENCFF852BHI/,/files/ENCFF080NJT/,/files/ENCFF814XUZ/,/files/ENCFF820FOT/,/files/ENCFF002GBK/,/files/ENCFF742UNH/,/files/ENCFF699YGQ/,/files/ENCFF886KHJ/,/files/ENCFF827BBC/,/files/ENCFF434VST/,/files/ENCFF265PIB/,/files/ENCFF528JFT/,/files/ENCFF708DCN/	/organism-development-series/ENCSR057SYY/,/reference-epigenomes/ENCSR219XIH/	ENCBS038AAA,ENCBS554AAA	1,2	1,2	ENCAB723WFC	Mus musculus	postnatal	0 days												/replicates/e5e55ee6-b689-49eb-933b-a0e3a533b947/,/replicates/ba29ce21-adda-442d-9b7e-d2581dad4ef5/,/replicates/f8bbbc01-c673-46f5-b323-f3d5fd06020c/,/replicates/98956c2e-418f-4d53-9905-920bdb008e28/				
/experiments/ENCSR951UWY/	ENCSR951UWY	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K36me3-mouse/	H3K36me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NTac;B6NCrl/Lap midbrain tissue postnatal (0 days)	midbrain	GEO:GSE83042	H3K36me3 ChIP-seq on postnatal 0 day mouse midbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF002AIU/,/files/ENCFF002AIY/,/files/ENCFF726KMQ/,/files/ENCFF465YRG/,/files/ENCFF059XPQ/,/files/ENCFF868WEW/,/files/ENCFF830KLU/,/files/ENCFF894RXU/,/files/ENCFF670UZN/,/files/ENCFF870PEM/,/files/ENCFF627JUX/,/files/ENCFF783KBF/,/files/ENCFF280YXQ/,/files/ENCFF298FMT/,/files/ENCFF267AGA/,/files/ENCFF422SHW/,/files/ENCFF401AWO/,/files/ENCFF839YOP/,/files/ENCFF028DJF/,/files/ENCFF634XGI/,/files/ENCFF093FKJ/,/files/ENCFF235EMQ/,/files/ENCFF739AYO/,/files/ENCFF418EGG/,/files/ENCFF008JKE/,/files/ENCFF623CCW/,/files/ENCFF967CMA/,/files/ENCFF849LMH/,/files/ENCFF650IZG/,/files/ENCFF295ADQ/,/files/ENCFF339EUL/,/files/ENCFF174IFQ/,/files/ENCFF139JSJ/,/files/ENCFF928IEH/,/files/ENCFF446FGV/,/files/ENCFF373MCO/,/files/ENCFF292KQK/,/files/ENCFF638HDM/,/files/ENCFF098PEU/,/files/ENCFF933QTX/,/files/ENCFF404VJJ/,/files/ENCFF357YGZ/,/files/ENCFF820FBF/,/files/ENCFF319APR/,/files/ENCFF405WSF/,/files/ENCFF277LJK/,/files/ENCFF910PQJ/,/files/ENCFF718TRN/,/files/ENCFF969VCP/,/files/ENCFF576MAB/,/files/ENCFF350XOT/,/files/ENCFF681NSB/,/files/ENCFF518CFJ/,/files/ENCFF677OAT/,/files/ENCFF710GWM/	/organism-development-series/ENCSR647ZMA/,/reference-epigenomes/ENCSR022KAT/	ENCBS039AAA,ENCBS555AAA	1,2	1,2	ENCAB000ADV	Mus musculus	postnatal	0 days												/replicates/4fc9d7d0-597c-4df1-9485-f9cb6527755d/,/replicates/f9b7d85a-629f-4f06-9ba1-257fef8aa16d/,/replicates/76d78d1b-df37-4018-8e2c-a1a380b01015/				
/experiments/ENCSR311YPF/	ENCSR311YPF	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27ac-mouse/	H3K27ac	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	forebrain	SCREEN-mm10:C57BL/6_forebrain_embryo_13.5_days,GEO:GSE82590	H3K27ac ChIP-seq on embryonic 13.5 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF325BRZ/,/files/ENCFF714RJJ/,/files/ENCFF036OYI/,/files/ENCFF099KYJ/,/files/ENCFF125ENQ/,/files/ENCFF869IHQ/,/files/ENCFF590YHK/,/files/ENCFF108AQQ/,/files/ENCFF567HTJ/,/files/ENCFF311APP/,/files/ENCFF245FCC/,/files/ENCFF907GZZ/,/files/ENCFF495OPJ/,/files/ENCFF269ZNW/,/files/ENCFF438LDN/,/files/ENCFF057XSH/,/files/ENCFF823GRZ/,/files/ENCFF671SEU/,/files/ENCFF791SZF/,/files/ENCFF225EXK/,/files/ENCFF604ABD/,/files/ENCFF848BQN/,/files/ENCFF236AZD/,/files/ENCFF252DNV/,/files/ENCFF193RZZ/,/files/ENCFF175NXO/,/files/ENCFF881HZP/,/files/ENCFF586TPP/,/files/ENCFF266OHT/,/files/ENCFF956JCE/,/files/ENCFF804YKK/,/files/ENCFF667SDG/,/files/ENCFF669PVX/,/files/ENCFF107UHG/,/files/ENCFF026QRB/,/files/ENCFF588VWJ/,/files/ENCFF558MJA/,/files/ENCFF049EOR/,/files/ENCFF455GRV/,/files/ENCFF070YWI/,/files/ENCFF641CPU/,/files/ENCFF053ITU/,/files/ENCFF419XQJ/,/files/ENCFF562WMF/,/files/ENCFF907FIP/,/files/ENCFF462PPZ/,/files/ENCFF260HHH/,/files/ENCFF904QWY/,/files/ENCFF607CHT/,/files/ENCFF263HZJ/,/files/ENCFF430OSY/,/files/ENCFF981TJQ/,/files/ENCFF034VUR/,/files/ENCFF068EYL/	/organism-development-series/ENCSR465WWW/,/reference-epigenomes/ENCSR911FIM/	ENCBS273RVL,ENCBS793ZRY	1,2	1	ENCAB943WPC	Mus musculus	embryonic	13.5 days												/replicates/f46931ed-62ff-4e94-afeb-cf3225e5dc96/,/replicates/33b7c8ee-994b-453f-ae11-588a3b51712b/				
/experiments/ENCSR044SUW/	ENCSR044SUW	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me2-mouse/	H3K4me2	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	forebrain	GEO:GSE82374	H3K4me2 ChIP-seq on embryonic 13.5 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF523TDL/,/files/ENCFF817WRW/,/files/ENCFF567DRW/,/files/ENCFF594EIM/,/files/ENCFF371ZRY/,/files/ENCFF620XSX/,/files/ENCFF638DHB/,/files/ENCFF768LKU/,/files/ENCFF216BDC/,/files/ENCFF950CGT/,/files/ENCFF314BKL/,/files/ENCFF152RRO/,/files/ENCFF473NDJ/,/files/ENCFF426HJB/,/files/ENCFF528TTR/,/files/ENCFF149QRK/,/files/ENCFF834HZG/,/files/ENCFF194HLN/,/files/ENCFF590EBU/,/files/ENCFF659ZZV/,/files/ENCFF191QNB/,/files/ENCFF786VTB/,/files/ENCFF523LSI/,/files/ENCFF110DIV/,/files/ENCFF877HJS/,/files/ENCFF290FTG/,/files/ENCFF877IGT/,/files/ENCFF813OAP/,/files/ENCFF130ORC/,/files/ENCFF157TDX/,/files/ENCFF848SBT/,/files/ENCFF709GZR/,/files/ENCFF473JKM/,/files/ENCFF849CQA/,/files/ENCFF441UQS/,/files/ENCFF085CZC/,/files/ENCFF783CEH/,/files/ENCFF702QJW/,/files/ENCFF156ETG/,/files/ENCFF446KBD/,/files/ENCFF010CEI/,/files/ENCFF982WPO/,/files/ENCFF802JEI/,/files/ENCFF544IIE/,/files/ENCFF168CIQ/,/files/ENCFF462ZJS/,/files/ENCFF736UBQ/,/files/ENCFF119AJM/,/files/ENCFF992HTU/,/files/ENCFF780QKT/,/files/ENCFF875VAR/,/files/ENCFF007WAM/,/files/ENCFF006WZN/,/files/ENCFF557XGR/	/reference-epigenomes/ENCSR911FIM/,/organism-development-series/ENCSR788HHA/	ENCBS273RVL,ENCBS793ZRY	1,2	1	ENCAB749UMK	Mus musculus	embryonic	13.5 days												/replicates/eba4280a-299a-4f10-aced-93c5362bcff8/,/replicates/a2fd8687-b856-4be1-8abb-dd4b9e86c07c/				
/experiments/ENCSR325JLI/	ENCSR325JLI	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K9me3-mouse/	H3K9me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	hindbrain	GEO:GSE82603	H3K9me3 ChIP-seq on embryonic 13.5 day mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF782SKE/,/files/ENCFF896DIR/,/files/ENCFF146TDK/,/files/ENCFF503TWD/,/files/ENCFF510BDP/,/files/ENCFF633ZLJ/,/files/ENCFF142YFO/,/files/ENCFF648BQO/,/files/ENCFF622MXZ/,/files/ENCFF840EBK/,/files/ENCFF662QEY/,/files/ENCFF721HTX/,/files/ENCFF605XHE/,/files/ENCFF615CTV/,/files/ENCFF301KFV/,/files/ENCFF689RPJ/,/files/ENCFF555LTE/,/files/ENCFF655UUZ/,/files/ENCFF649HWY/,/files/ENCFF866LMR/,/files/ENCFF183CGW/,/files/ENCFF861JST/,/files/ENCFF217XNX/,/files/ENCFF996SKD/,/files/ENCFF396KFT/,/files/ENCFF042TEK/,/files/ENCFF818HLJ/,/files/ENCFF813EXS/,/files/ENCFF918ODX/,/files/ENCFF116ZLJ/,/files/ENCFF631ALB/,/files/ENCFF821TTK/,/files/ENCFF415NQH/,/files/ENCFF342XKN/,/files/ENCFF779TQD/,/files/ENCFF292IDK/,/files/ENCFF228ASD/,/files/ENCFF249KTH/,/files/ENCFF142AYA/,/files/ENCFF851TQL/,/files/ENCFF794YLT/,/files/ENCFF659FAP/,/files/ENCFF341XKJ/,/files/ENCFF562XBB/,/files/ENCFF434EPY/,/files/ENCFF157YQJ/,/files/ENCFF449CNV/,/files/ENCFF345RVD/,/files/ENCFF093USA/,/files/ENCFF797UHO/,/files/ENCFF196ZFH/,/files/ENCFF715ZAO/,/files/ENCFF506UOA/,/files/ENCFF235WML/,/files/ENCFF505HRZ/	/organism-development-series/ENCSR941QWO/,/reference-epigenomes/ENCSR629UDB/	ENCBS296PIR,ENCBS052EWC	2,1	1,2	ENCAB929ZIJ	Mus musculus	embryonic	13.5 days												/replicates/a6d9a81c-9770-4e58-8b88-f7cd288f5576/,/replicates/b8c66849-6eca-41f5-a09b-54174de99e98/,/replicates/6ecf59e9-3243-40d4-94b0-dcc29de9b932/				
/experiments/ENCSR736GVO/	ENCSR736GVO	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27me3-mouse/	H3K27me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	forebrain	GEO:GSE82908	H3K27me3 ChIP-seq on embryonic 13.5 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF935FDP/,/files/ENCFF319TLJ/,/files/ENCFF031TNV/,/files/ENCFF093IVT/,/files/ENCFF900XIV/,/files/ENCFF406FUF/,/files/ENCFF540CFJ/,/files/ENCFF981OEY/,/files/ENCFF155GJT/,/files/ENCFF964QKL/,/files/ENCFF478FOF/,/files/ENCFF354UPY/,/files/ENCFF584YVZ/,/files/ENCFF225OIQ/,/files/ENCFF574VCX/,/files/ENCFF754UWP/,/files/ENCFF978POA/,/files/ENCFF095JAY/,/files/ENCFF742GGM/,/files/ENCFF599FTO/,/files/ENCFF424GCT/,/files/ENCFF863ZTX/,/files/ENCFF683RHK/,/files/ENCFF367TEX/,/files/ENCFF834JEK/,/files/ENCFF865IGV/,/files/ENCFF574QZX/,/files/ENCFF925VFZ/,/files/ENCFF045VQS/,/files/ENCFF743VNV/,/files/ENCFF072YJU/,/files/ENCFF045GYP/,/files/ENCFF090CAV/,/files/ENCFF950IQR/,/files/ENCFF433VWX/,/files/ENCFF760VJL/,/files/ENCFF076ZNJ/,/files/ENCFF105KKV/,/files/ENCFF231LNI/,/files/ENCFF042WLR/,/files/ENCFF746ACA/,/files/ENCFF889DKN/,/files/ENCFF367XFN/,/files/ENCFF651YES/,/files/ENCFF195WIC/,/files/ENCFF752GWT/,/files/ENCFF041GHK/,/files/ENCFF424FVN/,/files/ENCFF039VSG/,/files/ENCFF451YBD/,/files/ENCFF690URY/,/files/ENCFF513QFB/,/files/ENCFF759LLG/,/files/ENCFF561EUB/,/files/ENCFF081GSA/,/files/ENCFF723PGJ/	/organism-development-series/ENCSR057SYY/,/reference-epigenomes/ENCSR911FIM/	ENCBS273RVL,ENCBS793ZRY	1,2	2,1	ENCAB723WFC	Mus musculus	embryonic	13.5 days												/replicates/d56142e5-9480-43de-9d86-b137c88920ad/,/replicates/bf454263-a101-4d28-bc13-69fee6317330/,/replicates/fbf72626-52ae-4fd6-a548-256d05fe358d/,/replicates/d437d71c-502c-4b1d-a725-0213916e317c/				
/experiments/ENCSR837SKW/	ENCSR837SKW	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27me3-mouse/	H3K27me3	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (13.5 days)	hindbrain	GEO:GSE82967	H3K27me3 ChIP-seq on embryonic 13.5 day mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF185XDY/,/files/ENCFF590YBI/,/files/ENCFF285GCF/,/files/ENCFF835UXD/,/files/ENCFF567XUZ/,/files/ENCFF166GKW/,/files/ENCFF370AYN/,/files/ENCFF868TEQ/,/files/ENCFF234WTU/,/files/ENCFF334QFA/,/files/ENCFF002YAX/,/files/ENCFF256CYF/,/files/ENCFF420OTX/,/files/ENCFF153JKV/,/files/ENCFF030WYR/,/files/ENCFF114FQS/,/files/ENCFF638EYC/,/files/ENCFF038IUS/,/files/ENCFF595KSF/,/files/ENCFF906LYK/,/files/ENCFF827VNJ/,/files/ENCFF967JPU/,/files/ENCFF814VHW/,/files/ENCFF670JYX/,/files/ENCFF599DWU/,/files/ENCFF566LBV/,/files/ENCFF146YCS/,/files/ENCFF827HOW/,/files/ENCFF947CNG/,/files/ENCFF647DXW/,/files/ENCFF105SDT/,/files/ENCFF939WAA/,/files/ENCFF017UXT/,/files/ENCFF226QUV/,/files/ENCFF637PDW/,/files/ENCFF324KBG/,/files/ENCFF364JYX/,/files/ENCFF492VGQ/,/files/ENCFF536CLA/,/files/ENCFF450YIT/,/files/ENCFF308SMR/,/files/ENCFF466FQH/,/files/ENCFF870TCZ/,/files/ENCFF035YKY/,/files/ENCFF866IBT/,/files/ENCFF417GPB/,/files/ENCFF532KDN/,/files/ENCFF397HWE/,/files/ENCFF338CSS/,/files/ENCFF027RLZ/,/files/ENCFF312URA/,/files/ENCFF501UHI/,/files/ENCFF006VTG/,/files/ENCFF423SPA/,/files/ENCFF845AMB/	/organism-development-series/ENCSR720XEH/,/reference-epigenomes/ENCSR629UDB/	ENCBS052EWC,ENCBS296PIR	1,2	1,2	ENCAB723WFC	Mus musculus	embryonic	13.5 days												/replicates/9b2d48f5-4aac-4e0e-8f98-34fef97b64d5/,/replicates/9781f1e0-8b46-4a29-916f-bedd20658e83/,/replicates/97d7d5a4-0bbf-4c83-9d29-e48025c0e84d/				
/experiments/ENCSR496TBX/	ENCSR496TBX	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K4me1-mouse/	H3K4me1	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl forebrain tissue embryo (13.5 days)	forebrain	GEO:GSE82738	H3K4me1 ChIP-seq on embryonic 13.5 day mouse forebrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF923GVJ/,/files/ENCFF500HXC/,/files/ENCFF106YCA/,/files/ENCFF388QNU/,/files/ENCFF942UTI/,/files/ENCFF510JAR/,/files/ENCFF980ABC/,/files/ENCFF617CIT/,/files/ENCFF032TYP/,/files/ENCFF646DWJ/,/files/ENCFF694IBZ/,/files/ENCFF167PQJ/,/files/ENCFF622YFY/,/files/ENCFF690WRB/,/files/ENCFF449SRY/,/files/ENCFF271IYE/,/files/ENCFF785JHF/,/files/ENCFF958AAS/,/files/ENCFF095WWH/,/files/ENCFF530HYD/,/files/ENCFF043ECE/,/files/ENCFF874VSN/,/files/ENCFF962EUG/,/files/ENCFF773KKX/,/files/ENCFF822IZG/,/files/ENCFF100YYJ/,/files/ENCFF784DBF/,/files/ENCFF797RIB/,/files/ENCFF948ASY/,/files/ENCFF286FFX/,/files/ENCFF744FNN/,/files/ENCFF883KLN/,/files/ENCFF508XTH/,/files/ENCFF905MWT/,/files/ENCFF155VNQ/,/files/ENCFF934IUC/,/files/ENCFF213CEK/,/files/ENCFF409EOT/,/files/ENCFF629REW/,/files/ENCFF567QMF/,/files/ENCFF830OXS/,/files/ENCFF623SBO/,/files/ENCFF314HMI/,/files/ENCFF587HVN/,/files/ENCFF013ALT/,/files/ENCFF306AJP/,/files/ENCFF332GXA/,/files/ENCFF485UFS/,/files/ENCFF155VBC/,/files/ENCFF758OTG/,/files/ENCFF197GUG/,/files/ENCFF871NWM/,/files/ENCFF217ZPW/,/files/ENCFF579MHI/	/organism-development-series/ENCSR636UWA/,/reference-epigenomes/ENCSR911FIM/	ENCBS273RVL,ENCBS793ZRY	1,2	1	ENCAB027VOE	Mus musculus	embryonic	13.5 days												/replicates/87844dcf-d0bc-4ddc-8bbe-b86dcd59a2a3/,/replicates/e88a8f64-c427-4c98-b6b3-da71f16bb00d/				
/experiments/ENCSR639KSW/	ENCSR639KSW	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K9ac-mouse/	H3K9ac	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl hindbrain tissue embryo (15.5 days)	hindbrain	GEO:GSE82842	H3K9ac ChIP-seq on embryonic 15.5 day mouse hindbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF090ODQ/,/files/ENCFF291TCR/,/files/ENCFF226JAR/,/files/ENCFF869AJU/,/files/ENCFF967CVB/,/files/ENCFF889RFY/,/files/ENCFF896ICQ/,/files/ENCFF792NYG/,/files/ENCFF230TIJ/,/files/ENCFF583XSK/,/files/ENCFF544ZRO/,/files/ENCFF197SFA/,/files/ENCFF079FMD/,/files/ENCFF308RIM/,/files/ENCFF720NWZ/,/files/ENCFF918EDV/,/files/ENCFF662WNR/,/files/ENCFF434TVF/,/files/ENCFF859CYJ/,/files/ENCFF073QRS/,/files/ENCFF128HND/,/files/ENCFF561SYL/,/files/ENCFF869CUY/,/files/ENCFF878GHR/,/files/ENCFF640XUT/,/files/ENCFF400XWR/,/files/ENCFF128PBS/,/files/ENCFF964YPB/,/files/ENCFF294PGX/,/files/ENCFF370DCZ/,/files/ENCFF659JYE/,/files/ENCFF189YVT/,/files/ENCFF867BWF/,/files/ENCFF758CLJ/,/files/ENCFF758AJN/,/files/ENCFF163FNT/,/files/ENCFF583AGR/,/files/ENCFF249CLN/,/files/ENCFF586LXP/,/files/ENCFF614BIT/,/files/ENCFF016YPD/,/files/ENCFF021DKN/,/files/ENCFF648JEP/,/files/ENCFF763FOY/,/files/ENCFF834NPB/,/files/ENCFF659YZB/,/files/ENCFF766EES/,/files/ENCFF691JXR/,/files/ENCFF097HQS/,/files/ENCFF380YHS/,/files/ENCFF209VKD/,/files/ENCFF016NUW/,/files/ENCFF062PTP/,/files/ENCFF684HDA/	/reference-epigenomes/ENCSR356VGB/,/organism-development-series/ENCSR341RKY/	ENCBS958AHU,ENCBS948UKU	1,2	1	ENCAB000ANM	Mus musculus	embryonic	15.5 days												/replicates/f5644bbc-402d-4c73-98b0-85cb18528a3f/,/replicates/9083758a-d965-4eeb-bdc2-20c13a2056d6/				
/experiments/ENCSR428GHF/	ENCSR428GHF	ChIP-seq	Histone ChIP-seq	tissue	/targets/H3K27ac-mouse/	H3K27ac	Hist1h3d,Hist1h3b,Hist2h3c2,Hist2h3c1,Hist1h3e,Hist1h3f,Hist2h3b,Hist1h3c	Mus musculus strain B6NCrl midbrain tissue embryo (15.5 days)	midbrain	SCREEN-mm10:C57BL/6_midbrain_embryo_15.5_days,GEO:GSE82689	H3K27ac ChIP-seq on embryonic 15.5 day mouse midbrain	Bing Ren, UCSD	ENCODE	released	/files/ENCFF862IUC/,/files/ENCFF593LEN/,/files/ENCFF831LJE/,/files/ENCFF255XFJ/,/files/ENCFF838UNL/,/files/ENCFF300OYU/,/files/ENCFF797ESC/,/files/ENCFF798TMT/,/files/ENCFF856VGR/,/files/ENCFF524DYK/,/files/ENCFF790ULW/,/files/ENCFF095GSR/,/files/ENCFF600YXI/,/files/ENCFF743UCP/,/files/ENCFF525YUM/,/files/ENCFF917EZM/,/files/ENCFF478ROC/,/files/ENCFF832FGX/,/files/ENCFF137HMM/,/files/ENCFF768KBX/,/files/ENCFF892TDG/,/files/ENCFF054UNT/,/files/ENCFF066NUM/,/files/ENCFF892MJY/,/files/ENCFF276GOR/,/files/ENCFF289MFX/,/files/ENCFF272JAO/,/files/ENCFF254IXI/,/files/ENCFF341EWT/,/files/ENCFF597DXE/,/files/ENCFF091RPM/,/files/ENCFF781DQA/,/files/ENCFF454YBV/,/files/ENCFF616CNP/,/files/ENCFF447XAK/,/files/ENCFF794JBV/,/files/ENCFF898VLY/,/files/ENCFF909JVI/,/files/ENCFF381YLZ/,/files/ENCFF046VEY/,/files/ENCFF346DCM/,/files/ENCFF209UET/,/files/ENCFF770DDL/,/files/ENCFF996BXL/,/files/ENCFF180LCD/,/files/ENCFF155KUS/,/files/ENCFF709GQP/,/files/ENCFF916YST/,/files/ENCFF996FYQ/,/files/ENCFF874XGX/,/files/ENCFF738DBM/,/files/ENCFF031DKA/,/files/ENCFF913PLZ/,/files/ENCFF389NTK/	/organism-development-series/ENCSR569XJD/,/reference-epigenomes/ENCSR453LDG/	ENCBS190ETJ,ENCBS381PEJ	1,2	1	ENCAB943WPC	Mus musculus	embryonic	15.5 days												/replicates/664fb406-b458-4958-a4ac-0a1a5282f9c3/,/replicates/5da36124-1ee8-4676-9b97-b134af219135/				
