#MECP2WT Enhancers
#Created from /work/OBI/Neuroinformatics_Core/s225347/Mecp2_project/results/MECP2_SE/MECP2WT_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam
#Using cutoff of 2917.0491 for Super-Enhancers
#Created on Sep 28 2023 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	X7wk_CTX_MECP2KO_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	enhancerRank	isSuper
4_Peak10115_lociStitched	chr11	22005509	22018353	4	3325	5891.5428	1527.1516	289	1
3_Peak44226_lociStitched	chr3	117840095	117854421	3	1721	6025.5156	1666.1138	290	1
3_Peak12771_lociStitched	chr11	112457862	112471209	3	2133	5611.0788	1253.2833	291	1
5_Peak37610_lociStitched	chr2	68326115	68350948	5	3174	6821.6251	2465.9169	292	1
2_Peak33661_lociStitched	chr18	84368631	84379016	2	2727	5193.5385	839.108	293	1
2_Peak20915_lociStitched	chr14	60693003	60705385	2	996	5571.9	1222.1034	294	1
3_Peak21423_lociStitched	chr14	75892152	75912552	3	1494	6266.88	1921.68	295	1
3_Peak65074_lociStitched	chr9	42313659	42327240	3	2272	5905.0188	1561.815	296	1
4_Peak59402_lociStitched	chr7	100363205	100388584	4	1992	7029.983	2687.6361	297	1
3_Peak51438_lociStitched	chr5	71010851	71026424	3	2312	5972.2455	1638.2796	298	1
4_Peak56740_lociStitched	chr6	108554345	108571732	4	3174	5922.0122	1596.1266	299	1
3_Peak18109_lociStitched	chr13	80612965	80617389	3	3592	4894.7136	571.5808	300	1
3_Peak26569_lociStitched	chr16	25006060	25016873	3	2083	4857.1996	548.2191	301	1
5_Peak21825_lociStitched	chr14	87451986	87472919	5	3814	6206.6345	1898.6231	302	1
3_Peak37335_lociStitched	chr2	62489583	62503852	3	2435	6335.436	2031.9056	303	1
3_Peak27487_lociStitched	chr16	50306520	50316583	3	2818	5145.2119	842.2731	304	1
4_Peak33769_lociStitched	chr18	86708311	86724389	4	3596	5598.3596	1297.4946	305	1
4_Peak537_lociStitched	chr1	26276590	26291378	4	3107	5756.9684	1456.618	306	1
3_Peak22149_lociStitched	chr14	98074282	98095227	3	3065	6266.744	1968.83	307	1
3_Peak18161_lociStitched	chr13	81855965	81871622	3	1808	5821.2726	1523.4261	308	1
5_Peak62339_lociStitched	chr8	64624412	64658478	5	3994	9589.579	5293.8564	309	1
4_Peak52950_lociStitched	chr5	132129803	132136349	4	2177	5061.3672	770.4642	310	1
3_Peak6751_lociStitched	chr10	28683484	28698590	3	1656	6013.6986	1723.5946	311	1
6_Peak40170_lociStitched	chr2	141228276	141268881	6	4194	7690.587	3402.699	312	1
2_Peak54673_lociStitched	chr6	45026335	45040204	2	1551	5372.8506	1092.8772	313	1
4_Peak45941_lociStitched	chr4	12230790	12248434	4	2247	5822.52	1545.6144	314	1
4_Peak4758_lociStitched	chr1	164681492	164689860	4	1992	5515.3488	1241.8112	315	1
2_Peak36708_lociStitched	chr2	45246416	45259212	2	1079	5396.0732	1129.8868	316	1
3_Peak59371_lociStitched	chr7	99141133	99151765	3	1655	5690.2464	1436.3832	317	1
3_Peak15613_lociStitched	chr12	97130105	97152587	3	1813	6609.708	2358.3618	318	1
2_Peak46063_lociStitched	chr4	14075381	14088296	2	1166	5464.3365	1221.759	319	1
3_Peak34134_lociStitched	chr19	20217390	20239869	3	1881	6514.4142	2279.3706	320	1
4_Peak10293_lociStitched	chr11	26596909	26601402	4	2616	4799.8719	567.9152	321	1
4_Peak18935_lociStitched	chr13	103330716	103345213	4	2369	5607.4396	1388.8126	322	1
3_Peak58221_lociStitched	chr7	50507044	50523437	3	1494	5581.8165	1365.5369	323	1
3_Peak47859_lociStitched	chr4	84375974	84389428	3	2348	5271.2772	1057.4844	324	1
2_Peak39688_lociStitched	chr2	131740128	131749652	2	1539	4875.3356	681.9184	325	1
3_Peak46266_lociStitched	chr4	23738689	23753122	3	2593	5494.6431	1316.2896	326	1
3_Peak24535_lociStitched	chr15	50751466	50769090	3	2190	6439.8096	2262.9216	327	1
1_Peak57930_lociStitched	chr7	25267361	25268307	1	947	5306.0194	1133.4026	328	1
4_Peak18633_lociStitched	chr13	97386156	97397722	4	3320	5735.5794	1571.8194	329	1
3_Peak25530_lociStitched	chr15	86276848	86290513	3	1494	5550.723	1393.83	330	1
2_Peak25666_lociStitched	chr15	91369719	91377565	2	2082	4966.518	810.4918	331	1
4_Peak19961_lociStitched	chr14	20956059	20970621	4	2799	5900.5224	1745.9838	332	1
4_Peak33650_lociStitched	chr18	84288362	84307721	4	3633	6098.085	1945.5795	333	1
4_Peak53938_lociStitched	chr6	21590680	21610138	4	3043	6417.2484	2264.9112	334	1
3_Peak6431_lociStitched	chr10	20658291	20674229	3	2215	5795.0568	1646.3954	335	1
3_Peak34677_lociStitched	chr19	33366458	33380910	3	1802	5551.0132	1411.9604	336	1
3_Peak38177_lociStitched	chr2	82047066	82065242	3	2731	6347.0592	2217.472	337	1
4_Peak37403_lociStitched	chr2	63503795	63515018	4	2740	5011.0695	886.617	338	1
3_Peak60137_lociStitched	chr7	124671043	124685866	3	1818	5414.8419	1291.0833	339	1
4_Peak22746_lociStitched	chr14	115824187	115844267	4	3098	5708.744	1588.328	340	1
2_Peak33747_lociStitched	chr18	86410611	86421220	2	996	5482.7312	1364.3174	341	1
3_Peak7244_lociStitched	chr10	49256122	49264384	3	4147	4739.9094	624.6072	342	1
4_Peak51254_lociStitched	chr5	64241250	64275423	4	1992	6687.6561	2576.6442	343	1
3_Peak32639_lociStitched	chr18	55122213	55145011	3	2617	5918.3608	1812.441	344	1
3_Peak66862_lociStitched	chr9	98326013	98338730	3	1603	5229.2304	1125.4545	345	1
3_Peak64542_lociStitched	chr9	26632426	26635664	3	2079	4559.104	462.7102	346	1
2_Peak66661_lociStitched	chr9	92720709	92732563	2	1730	5408.9802	1316.9794	347	1
3_Peak62264_lociStitched	chr8	61298908	61317099	3	2115	5399.0888	1317.0284	348	1
4_Peak54905_lociStitched	chr6	51580120	51606656	4	2290	7337.204	3255.9672	349	1
3_Peak28518_lociStitched	chr16	81190606	81202576	3	2477	5663.007	1582.434	350	1
2_Peak54997_lociStitched	chr6	53572769	53585411	2	1356	5327.3388	1247.7654	351	1
4_Peak62457_lociStitched	chr8	67896294	67917452	4	2224	6074.4618	1995.1994	352	1
3_Peak10651_lociStitched	chr11	37222036	37231415	3	2694	5498.9077	1423.7322	353	1
5_Peak41601_lociStitched	chr3	25054686	25064555	5	4269	4882.1943	813.2056	354	1
3_Peak439_lociStitched	chr1	23258200	23274061	3	2257	6750.4416	2686.8534	355	1
4_Peak41502_lociStitched	chr3	21544189	21570150	4	2196	6952.3558	2889.4593	356	1
3_Peak34957_lociStitched	chr19	45945939	45957162	3	1856	5560.9965	1499.3928	357	1
2_Peak18289_lociStitched	chr13	85066633	85069062	2	2330	4484.1769	425.8037	358	1
3_Peak3034_lociStitched	chr1	115673273	115687443	3	2377	5794.113	1742.91	359	1
3_Peak51733_lociStitched	chr5	80773152	80784391	3	2095	5151.9576	1103.6698	360	1
2_Peak64473_lociStitched	chr9	24211647	24218119	2	996	4861.7664	814.1776	361	1
2_Peak24359_lociStitched	chr15	43585203	43588359	2	2060	4434.8112	402.0744	362	1
3_Peak40201_lociStitched	chr2	141545942	141569754	3	1677	6205.4072	2178.798	363	1
3_Peak51796_lociStitched	chr5	82420137	82441949	3	2498	6072.4608	2045.9656	364	1
3_Peak16559_lociStitched	chr13	19101610	19107031	3	1743	4781.322	756.7716	365	1
5_Peak53354_lociStitched	chr5	147037195	147056244	5	2888	6011.8644	1990.6205	366	1
2_Peak48022_lociStitched	chr4	87728531	87740068	2	996	4926.299	914.8841	367	1
4_Peak45634_lociStitched	chr3	157079865	157098782	4	2660	6127.2163	2116.8123	368	1
4_Peak35770_lociStitched	chr2	12389004	12404030	4	2923	5259.1	1250.1632	369	1
3_Peak368_lociStitched	chr1	21676743	21684883	3	1494	5268.208	1260.072	370	1
3_Peak50797_lociStitched	chr5	49089742	49100141	3	2610	4917.6871	916.1519	371	1
3_Peak67953_lociStitched	chrX	81074221	81086083	3	2690	4721.076	722.3958	372	1
3_Peak13906_lociStitched	chr12	40223077	40239617	3	1494	5681.49	1690.388	373	1
2_Peak50505_lociStitched	chr5	39316399	39326142	2	1321	5048.8226	1070.7557	374	1
2_Peak50972_lociStitched	chr5	54100737	54114196	2	2051	5174.9855	1199.1969	375	1
3_Peak17179_lociStitched	chr13	41746783	41759577	3	1921	5084.3356	1109.2398	376	1
3_Peak40229_lociStitched	chr2	142251200	142264894	3	2774	5087.321	1120.1692	377	1
4_Peak43793_lociStitched	chr3	101618639	101638524	4	2200	6058.9595	2093.8905	378	1
2_Peak48160_lociStitched	chr4	93879487	93886976	2	1184	4843.1363	879.9575	379	1
2_Peak1245_lociStitched	chr1	51327207	51334885	2	1879	4939.2574	981.2484	380	1
3_Peak68510_lociStitched	chrX	166795537	166809661	3	2006	4796.5104	844.6152	381	1
3_Peak48462_lociStitched	chr4	102224903	102241139	3	1677	6091.7472	2139.9048	382	1
3_Peak28953_lociStitched	chr16	96740251	96755534	3	2017	5613.4459	1662.7904	383	1
3_Peak29706_lociStitched	chr17	42345953	42366159	3	1888	5623.3298	1673.0568	384	1
3_Peak56057_lociStitched	chr6	93814588	93832489	3	2787	5696.0982	1747.1376	385	1
2_Peak20187_lociStitched	chr14	27219427	27229255	2	1348	4950.3636	1004.4216	386	1
3_Peak14395_lociStitched	chr12	53026991	53041024	3	2038	5865.794	1925.3276	387	1
3_Peak8986_lociStitched	chr10	107737768	107752953	3	1749	5281.343	1348.428	388	1
3_Peak13263_lociStitched	chr12	14082914	14097528	3	1961	5252.2716	1334.2582	389	1
3_Peak64299_lociStitched	chr9	16202279	16229089	3	2095	6485.339	2571.079	390	1
2_Peak14109_lociStitched	chr12	46083327	46091019	2	1418	4689.0432	782.2764	391	1
3_Peak36512_lociStitched	chr2	41968008	41981034	3	2489	5457.894	1551.3966	392	1
3_Peak44791_lociStitched	chr3	135856675	135863318	3	2903	4465.4246	563.9907	393	1
5_Peak43990_lociStitched	chr3	108759718	108793864	5	2719	6883.8336	2984.3604	394	1
3_Peak18906_lociStitched	chr13	103094072	103110258	3	1699	5640.821	1748.088	395	1
2_Peak26652_lociStitched	chr16	26775851	26782652	2	996	4591.3551	699.8229	396	1
1_Peak63201_lociStitched	chr8	97345949	97347106	1	1158	4104.9203	225.1522	397	1
3_Peak40088_lociStitched	chr2	140497463	140503186	3	3125	4426.7405	550.5526	398	1
3_Peak40416_lociStitched	chr2	146414501	146425874	3	3084	5059.8477	1183.9293	399	1
4_Peak52763_lociStitched	chr5	126967024	126974998	4	1992	4629.7044	758.3274	400	1
4_Peak50753_lociStitched	chr5	47979192	47990867	4	3400	4890.6575	1022.73	401	1
2_Peak31421_lociStitched	chr18	14992953	15002410	2	996	4666.0838	801.0079	402	1
3_Peak36320_lociStitched	chr2	34281205	34288665	3	3476	4334.26	470.726	403	1
2_Peak26776_lociStitched	chr16	30977096	30984420	2	1321	4626.5708	767.5552	404	1
4_Peak43192_lociStitched	chr3	80033037	80059065	4	2566	6564.2616	2712.1176	405	1
3_Peak40325_lociStitched	chr2	144441183	144466276	3	2226	6338.4918	2486.7163	406	1
4_Peak22779_lociStitched	chr14	116975154	116984118	4	2783	5044.9392	1194.9012	407	1
3_Peak46209_lociStitched	chr4	20639029	20650451	3	2260	4872.6252	1023.4112	408	1
3_Peak47680_lociStitched	chr4	80861042	80866626	3	3038	4448.7728	604.1888	409	1
2_Peak63641_lociStitched	chr8	114452684	114463206	2	1514	4673.8724	832.2902	410	1
2_Peak7379_lociStitched	chr10	54040136	54045867	2	1173	4243.8055	414.9244	411	1
2_Peak19589_lociStitched	chr14	8502464	8512209	2	1800	4718.529	894.591	412	1
3_Peak19995_lociStitched	chr14	21291386	21310944	3	1953	5441.0356	1621.3582	413	1
4_Peak1395_lociStitched	chr1	55382954	55404725	4	2300	6043.6296	2227.1733	414	1
4_Peak34440_lociStitched	chr19	27556592	27576934	4	1992	5675.418	1863.3272	415	1
2_Peak10832_lociStitched	chr11	42528203	42535714	2	1204	5088.7025	1276.87	416	1
4_Peak15107_lociStitched	chr12	79342960	79359381	4	2405	5382.8038	1571.4897	417	1
2_Peak9454_lociStitched	chr10	120863792	120876512	2	1472	5049.84	1238.928	418	1
3_Peak40763_lociStitched	chr2	162300010	162313836	3	3384	5122.533	1312.0874	419	1
2_Peak17055_lociStitched	chr13	36892263	36894342	2	996	4080.0375	272.349	420	1
4_Peak39740_lociStitched	chr2	132733534	132758343	4	1992	6341.1804	2535.4798	421	1
2_Peak53762_lociStitched	chr6	15780659	15790005	2	996	4641.2236	841.14	422	1
4_Peak44024_lociStitched	chr3	109575246	109606609	4	2456	7144.4914	3346.4321	423	1
2_Peak61257_lociStitched	chr8	28646511	28656458	2	1645	5033.182	1238.4015	424	1
3_Peak66867_lociStitched	chr9	98374848	98400890	3	2459	6304.7682	2518.2614	425	1
2_Peak58649_lociStitched	chr7	72590273	72593081	2	1781	4560.4728	778.0968	426	1
3_Peak37426_lociStitched	chr2	64093742	64111613	3	2272	5137.9125	1359.9831	427	1
4_Peak46305_lociStitched	chr4	24542143	24546834	4	2816	4342.4587	566.2037	428	1
4_Peak9649_lociStitched	chr10	126483443	126496755	4	2223	5197.0048	1421.7216	429	1
2_Peak59651_lociStitched	chr7	112663052	112666200	2	1214	3982.8496	209.6568	430	1
3_Peak14089_lociStitched	chr12	45465993	45468891	3	2270	3953.7414	183.7332	431	1
2_Peak5902_lociStitched	chr1	194881657	194885909	2	1326	4582.8056	818.51	432	1
3_Peak61701_lociStitched	chr8	41032506	41048440	3	1657	5200.8576	1438.8402	433	1
3_Peak28968_lociStitched	chr16	97001719	97017882	3	2690	5170.5437	1412.6462	434	1
2_Peak10333_lociStitched	chr11	28571883	28584584	2	1626	5182.008	1425.0522	435	1
3_Peak49269_lociStitched	chr4	138718522	138724656	3	1494	4531.1858	779.6314	436	1
2_Peak65245_lociStitched	chr9	47527150	47530476	2	1544	4375.6856	632.9378	437	1
4_Peak35891_lociStitched	chr2	17413878	17425485	4	3099	4688.0673	954.0954	438	1
2_Peak25764_lociStitched	chr15	93845472	93853758	2	1354	4576.3578	844.3434	439	1
4_Peak29068_lociStitched	chr17	5260963	5288009	4	1992	6661.4298	2934.491	440	1
1_Peak60207_lociStitched	chr7	127208778	127209275	1	498	4348.5015	622.5919	441	1
3_Peak30289_lociStitched	chr17	65170487	65181697	3	1494	4749.677	1031.32	442	1
3_Peak50678_lociStitched	chr5	44877002	44897306	3	1494	5924.7072	2211.1056	443	1
5_Peak21943_lociStitched	chr14	93166901	93186505	5	5498	5828.2692	2115.2716	444	1
3_Peak59008_lociStitched	chr7	87110386	87114226	3	2120	4265.856	554.112	445	1
3_Peak54142_lociStitched	chr6	28582738	28597876	3	1854	4986.4572	1280.6748	446	1
3_Peak33754_lociStitched	chr18	86484798	86496992	3	2312	4872.7224	1171.8434	447	1
3_Peak43694_lociStitched	chr3	97928885	97942297	3	1494	4808.202	1107.8312	448	1
4_Peak27515_lociStitched	chr16	50717309	50737059	4	2823	5689.975	1990.8	449	1
2_Peak19635_lociStitched	chr14	9786953	9794070	2	1646	4571.2491	872.5442	450	1
3_Peak66613_lociStitched	chr9	90696409	90704149	3	2945	4299.57	601.398	451	1
4_Peak63026_lociStitched	chr8	90521182	90543138	4	2265	5730.516	2033.1256	452	1
2_Peak2962_lociStitched	chr1	110067423	110078894	2	1244	4836.1736	1148.2471	453	1
4_Peak39174_lociStitched	chr2	115510415	115528632	4	3353	5745.6418	2062.1644	454	1
3_Peak45543_lociStitched	chr3	154651351	154669021	3	2133	5502.438	1823.544	455	1
1_Peak21183_lociStitched	chr14	67715599	67716096	1	498	4336.6232	659.2705	456	1
6_Peak28042_lociStitched	chr16	70073691	70096059	6	3839	5869.3632	2194.3008	457	1
4_Peak10766_lociStitched	chr11	40764609	40787357	4	2189	6048.6932	2374.8912	458	1
3_Peak49433_lociStitched	chr4	150337232	150347838	3	1740	4856.4874	1183.6296	459	1
3_Peak12727_lociStitched	chr11	111522756	111538047	3	1494	4935.9348	1270.6821	460	1
3_Peak36562_lociStitched	chr2	42526032	42531951	3	2532	4725.7296	1061.8686	461	1
4_Peak44402_lociStitched	chr3	122458640	122475261	4	2150	5185.752	1537.4425	462	1
2_Peak7264_lociStitched	chr10	49784670	49794859	2	1516	4909.0602	1264.4549	463	1
3_Peak13102_lociStitched	chr12	8344787	8364691	3	1621	5519.3792	1874.9568	464	1
2_Peak22976_lociStitched	chr14	120829879	120832055	2	1267	4133.9648	493.5168	465	1
2_Peak47703_lociStitched	chr4	81280375	81285993	2	1531	4345.523	707.3062	466	1
3_Peak13433_lociStitched	chr12	26160684	26176972	3	2599	5215.4176	1583.1936	467	1
4_Peak26416_lociStitched	chr16	21182135	21204742	4	1992	5760.2636	2129.5794	468	1
4_Peak6242_lociStitched	chr10	14207683	14216512	4	2413	5352.1398	1721.655	469	1
3_Peak44100_lociStitched	chr3	114900112	114908238	3	2594	4546.497	918.238	470	1
4_Peak2489_lociStitched	chr1	90346973	90369126	4	2715	5695.5363	2073.5208	471	1
3_Peak66368_lociStitched	chr9	80292933	80298912	3	3561	4245.09	628.9908	472	1
3_Peak6076_lociStitched	chr10	9586266	9603018	3	2169	5074.1808	1459.0992	473	1
3_Peak36747_lociStitched	chr2	45922054	45928351	3	2612	4254.8829	643.5534	474	1
1_Peak56702_lociStitched	chr6	108021749	108022246	1	498	3803.9386	201.9311	475	1
2_Peak49856_lociStitched	chr5	13585205	13593857	2	1788	4373.586	771.7584	476	1
3_Peak42222_lociStitched	chr3	46324753	46341078	3	1494	5398.6775	1797.3825	477	1
2_Peak44495_lociStitched	chr3	124586817	124588243	2	1388	3744.676	146.4502	478	1
2_Peak18976_lociStitched	chr13	103908577	103918854	2	2644	4638.0101	1043.1155	479	1
3_Peak6986_lociStitched	chr10	40370579	40376700	3	1912	4358.152	763.2887	480	1
2_Peak34768_lociStitched	chr19	37255136	37266043	2	996	5949.7685	2359.1841	481	1
3_Peak49495_lociStitched	chr4	151815352	151834534	3	2219	5562.78	1973.8278	482	1
2_Peak66668_lociStitched	chr9	92889927	92900163	2	1418	4758.7164	1172.022	483	1
3_Peak18833_lociStitched	chr13	101905734	101915946	3	1494	4899.7176	1317.348	484	1
2_Peak49977_lociStitched	chr5	18472187	18484850	2	996	4763.8206	1182.7242	485	1
4_Peak64607_lociStitched	chr9	27766173	27771248	4	2142	4145.26	564.34	486	1
2_Peak62981_lociStitched	chr8	89850098	89860261	2	1305	4631.2791	1053.9031	487	1
2_Peak10637_lociStitched	chr11	37140974	37154431	2	2017	5419.1339	1844.9547	488	1
3_Peak8290_lociStitched	chr10	90859616	90873619	3	2009	4962.6632	1393.2985	489	1
3_Peak18782_lociStitched	chr13	100954437	100972452	3	2328	5262.1815	1693.41	490	1
3_Peak66165_lociStitched	chr9	72834963	72844897	3	1494	4721.6302	1153.3374	491	1
3_Peak63991_lociStitched	chr8	127608808	127614641	3	2207	3925.609	360.4794	492	1
4_Peak51067_lociStitched	chr5	57741910	57756684	4	2928	5238.8604	1673.8942	493	1
3_Peak21193_lociStitched	chr14	68034359	68045180	3	1764	4691.9856	1128.6303	494	1
3_Peak65133_lociStitched	chr9	43537032	43549294	3	1623	4896.2166	1334.1056	495	1
3_Peak7357_lociStitched	chr10	53630034	53641972	3	2029	4770.4248	1214.0946	496	1
2_Peak18926_lociStitched	chr13	103199847	103212289	2	1477	4782.7048	1234.2464	497	1
4_Peak11434_lociStitched	chr11	66365765	66387149	4	2239	5213.4192	1665.8136	498	1
3_Peak61730_lociStitched	chr8	41818291	41825271	3	1494	4100.052	556.306	499	1
4_Peak47476_lociStitched	chr4	70307060	70320862	4	2428	4993.5636	1451.9704	500	1
3_Peak56941_lociStitched	chr6	115363271	115367349	3	2231	4282.3078	744.6428	501	1
2_Peak3751_lociStitched	chr1	138982897	138996064	2	1696	4945.5252	1410.1857	502	1
3_Peak37560_lociStitched	chr2	67576893	67588034	3	2387	4449.7154	916.9043	503	1
4_Peak27232_lociStitched	chr16	43329360	43344380	4	3538	4654.698	1124.998	504	1
4_Peak27874_lociStitched	chr16	63741269	63749394	4	4341	4281.0625	755.625	505	1
3_Peak34492_lociStitched	chr19	28380630	28393340	3	1681	4981.049	1462.921	506	1
5_Peak48300_lociStitched	chr4	97894285	97908509	5	3674	5551.6272	2035.4544	507	1
3_Peak2432_lociStitched	chr1	89049578	89070425	3	1494	5103.3456	1590.6261	508	1
3_Peak35242_lociStitched	chr19	55377313	55387363	3	2597	4547.625	1045.2	509	1
3_Peak22440_lociStitched	chr14	105588458	105603595	3	2222	5005.8059	1504.6178	510	1
3_Peak11498_lociStitched	chr11	67991304	68001963	3	2288	4364.8605	864.4449	511	1
2_Peak58245_lociStitched	chr7	51617826	51631185	2	1549	4397.7828	899.0607	512	1
4_Peak11969_lociStitched	chr11	85755101	85766942	4	2857	4610.8854	1115.4222	513	1
3_Peak5689_lociStitched	chr1	189632070	189645927	3	1671	4938.6348	1445.2851	514	1
2_Peak48717_lociStitched	chr4	109758866	109764545	2	4473	4387.5954	901.2573	515	1
3_Peak19192_lociStitched	chr13	109605032	109619380	3	1670	4911.3204	1427.626	516	1
4_Peak32844_lociStitched	chr18	59318462	59339812	4	2672	5506.165	2023.98	517	1
3_Peak61960_lociStitched	chr8	48773801	48793447	3	2909	4968.4734	1487.2022	518	1
4_Peak27891_lociStitched	chr16	63808690	63823404	4	3623	4880.6338	1405.187	519	1
3_Peak45505_lociStitched	chr3	153484759	153501921	3	2147	5018.1688	1542.8638	520	1
2_Peak34273_lociStitched	chr19	23134206	23141292	2	1283	4914.8496	1441.2924	521	1
2_Peak27697_lociStitched	chr16	57490409	57502319	2	1619	4424.565	953.991	522	1
3_Peak5603_lociStitched	chr1	187995139	188003822	3	2805	4249.4602	782.3383	523	1
5_Peak12872_lociStitched	chr11	117097181	117115187	5	2490	5349.5826	1883.4276	524	1
3_Peak24332_lociStitched	chr15	42577271	42589363	3	1860	4593.7508	1130.602	525	1
3_Peak51013_lociStitched	chr5	55449000	55465652	3	1657	5308.6576	1846.7068	526	1
3_Peak25662_lociStitched	chr15	91314967	91327479	3	1707	4817.12	1356.3008	527	1
3_Peak4916_lociStitched	chr1	169346810	169354374	3	1494	4184.4048	725.3876	528	1
2_Peak11779_lociStitched	chr11	80664228	80670846	2	1484	4419.5004	963.5808	529	1
4_Peak29936_lociStitched	chr17	50629514	50651206	4	2231	5650.766	2197.3996	530	1
3_Peak19165_lociStitched	chr13	109340968	109354727	3	2042	4602.3855	1150.2524	531	1
3_Peak50189_lociStitched	chr5	25080468	25089990	3	1848	4539.1374	1095.9822	532	1
2_Peak44846_lociStitched	chr3	137056894	137069789	2	1485	4973.6015	1530.6365	533	1
3_Peak36377_lociStitched	chr2	35767836	35776047	3	1808	4574.3481	1144.6134	534	1
2_Peak55372_lociStitched	chr6	65563898	65570071	2	1790	4083.4395	654.9553	535	1
5_Peak7343_lociStitched	chr10	53338315	53348616	5	3154	4569.5236	1142.3809	536	1
2_Peak3673_lociStitched	chr1	137326754	137332762	2	1200	3926.8288	501.668	537	1
3_Peak29545_lociStitched	chr17	28406471	28420399	3	1695	4608.7752	1185.2728	538	1
3_Peak53776_lociStitched	chr6	16328368	16334783	3	4187	4175.5235	755.687	539	1
2_Peak57876_lociStitched	chr7	6727368	6728902	2	1456	4049.2998	631.0876	540	1
4_Peak8659_lociStitched	chr10	99164679	99173896	4	2168	4549.5112	1131.8476	541	1
3_Peak46843_lociStitched	chr4	44310532	44325761	3	2791	4953.9937	1536.6061	542	1
2_Peak26449_lociStitched	chr16	22156605	22160205	2	3078	3762	344.88	543	1
2_Peak59783_lociStitched	chr7	115617230	115623320	2	3512	4073.601	662.592	544	1
3_Peak25726_lociStitched	chr15	92577503	92587887	3	2008	4450.5824	1042.5536	545	1
3_Peak37223_lociStitched	chr2	60035235	60038684	3	2546	3764.2386	358.3511	546	1
3_Peak64635_lociStitched	chr9	28211833	28226264	3	1494	5046.5207	1642.2478	547	1
4_Peak12544_lociStitched	chr11	108136245	108150828	4	2691	4837.1811	1442.2587	548	1
4_Peak41211_lociStitched	chr3	8850706	8863718	4	2870	4768.898	1374.0672	549	1
3_Peak64885_lociStitched	chr9	34907891	34920515	3	1697	4438.5984	1044.0048	550	1
1_Peak3378_lociStitched	chr1	128102321	128103356	1	1036	3960.4275	569.5605	551	1
2_Peak63699_lociStitched	chr8	116619595	116622143	2	2127	3864.042	473.928	552	1
3_Peak63271_lociStitched	chr8	99412367	99424191	3	2418	4503.7616	1116.1856	553	1
3_Peak52969_lociStitched	chr5	132202344	132206693	3	1994	3783.1951	398.8033	554	1
3_Peak52097_lociStitched	chr5	97928837	97937997	3	2679	4099.1	715.396	555	1
3_Peak59399_lociStitched	chr7	100283277	100302790	3	1494	4868.4935	1484.9393	556	1
2_Peak63110_lociStitched	chr8	93561239	93572475	2	1361	4923.6152	1540.4556	557	1
2_Peak55176_lociStitched	chr6	58932989	58946683	2	1542	4968.1832	1587.1346	558	1
3_Peak19744_lociStitched	chr14	11994657	12012102	3	1794	5165.4645	1786.368	559	1
3_Peak27109_lociStitched	chr16	41088566	41103249	3	1713	4936.4246	1559.3346	560	1
3_Peak23884_lociStitched	chr15	30270915	30289482	3	1494	5441.9877	2066.5071	561	1
1_Peak53089_lociStitched	chr5	135545222	135545719	1	498	3528.4515	153.2251	562	1
2_Peak48249_lociStitched	chr4	96968656	96980692	2	996	4612.1952	1240.9116	563	1
2_Peak54920_lociStitched	chr6	51857439	51871479	2	1713	4741.308	1371.708	564	1
2_Peak61220_lociStitched	chr8	26808442	26817460	2	996	4213.2096	848.5938	565	1
3_Peak18643_lociStitched	chr13	97442460	97459603	3	1494	5017.7561	1654.2995	566	1
4_Peak7169_lociStitched	chr10	45371762	45385756	4	3151	4413.7076	1052.3488	567	1
3_Peak52939_lociStitched	chr5	132074628	132081132	3	3517	4102.7232	744.708	568	1
3_Peak54061_lociStitched	chr6	25017650	25033329	3	1725	4946.7245	1594.5543	569	1
3_Peak55514_lociStitched	chr6	73644823	73659538	3	1730	4750.002	1397.925	570	1
2_Peak40251_lociStitched	chr2	142718818	142732045	2	1322	4452.2082	1100.4864	571	1
3_Peak8946_lociStitched	chr10	106930418	106939243	3	2754	4259.8275	908.975	572	1
3_Peak20001_lociStitched	chr14	21367084	21373141	3	1815	4481.5743	1130.8419	573	1
3_Peak31340_lociStitched	chr18	12655022	12671587	3	2070	4967.8435	1618.4005	574	1
3_Peak32913_lociStitched	chr18	61776811	61794179	3	1494	4757.0952	1408.5448	575	1
3_Peak40346_lociStitched	chr2	145160910	145173446	3	2177	4441.5048	1093.1392	576	1
3_Peak28335_lociStitched	chr16	76938117	76955916	3	1680	4755.8928	1407.9009	577	1
1_Peak27193_lociStitched	chr16	42875274	42875771	1	498	4069.2372	722.2404	578	1
2_Peak9328_lociStitched	chr10	117000918	117014887	2	1898	4326.1993	979.2269	579	1
3_Peak14799_lociStitched	chr12	70696222	70698990	3	1953	3894.0224	554.1536	580	1
2_Peak44066_lociStitched	chr3	111067467	111070589	2	2330	3603.4124	265.37	581	1
2_Peak34299_lociStitched	chr19	23563560	23577529	2	1579	4416.9978	1082.5975	582	1
4_Peak66214_lociStitched	chr9	75235198	75255260	4	2256	5721.6824	2387.378	583	1
3_Peak490_lociStitched	chr1	24661564	24673710	3	1494	4347.0534	1014.191	584	1
