REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	7wk_CTX_MECP2KO_Mecp2_CNR_HS031219_N031419.final.sort.final.bam
2_Peak63089_lociStitched	chr8	92252918	92266027	2	1222	1955.8628	882.2357
2_Peak47905_lociStitched	chr4	85162784	85175889	2	1158	2669.4885	1227.9385
2_Peak8733_lociStitched	chr10	100151933	100165035	2	1898	3751.1026	1298.4082
2_Peak48978_lociStitched	chr4	125305712	125318809	2	996	2458.3069	942.984
2_Peak30735_lociStitched	chr17	80927185	80940282	2	996	2712.3887	818.5625
2_Peak6843_lociStitched	chr10	32939877	32952972	2	996	1484.973	983.4345
3_Peak20104_lociStitched	chr14	24771566	24784656	3	1671	3597.132	1320.781
3_Peak15571_lociStitched	chr12	95302748	95315837	3	1653	4435.8621	1412.3031
2_Peak54337_lociStitched	chr6	33489701	33502789	2	996	4035.0304	1537.84
4_Peak3438_lociStitched	chr1	129596736	129609818	4	2975	6607.7182	1445.561
2_Peak23851_lociStitched	chr15	29254119	29267201	2	1199	2777.3086	1111.97
3_Peak24404_lociStitched	chr15	44857060	44870135	3	2410	3258.29	1775.585
2_Peak31863_lociStitched	chr18	30205853	30218923	2	1090	3162.94	1112.257
2_Peak61360_lociStitched	chr8	32378837	32391907	2	996	3654.372	1059.977
2_Peak25453_lociStitched	chr15	83435157	83448213	2	996	3942.912	1310.8224
2_Peak61446_lociStitched	chr8	34613013	34626067	2	996	3657.7308	973.8284
3_Peak43221_lociStitched	chr3	80533582	80546634	3	1983	8114.4284	1956.4948
4_Peak18207_lociStitched	chr13	82907810	82920859	4	1992	4764.1899	2192.232
2_Peak28161_lociStitched	chr16	72967323	72980371	2	1691	3996.6024	1203.0256
2_Peak58316_lociStitched	chr7	56291706	56304752	2	996	2587.0218	1043.68
2_Peak41720_lociStitched	chr3	27698665	27711707	2	996	3534.382	1083.7902
2_Peak55032_lociStitched	chr6	54129546	54142584	2	1507	4056.1218	1320.7494
3_Peak24402_lociStitched	chr15	44823694	44836730	3	1711	3253.7856	1394.852
4_Peak60800_lociStitched	chr8	9226699	9239734	4	2217	4806.0045	1496.418
2_Peak22232_lociStitched	chr14	99931814	99944845	2	1362	3728.1691	1237.945
3_Peak36512_lociStitched	chr2	41968008	41981034	3	2489	5457.894	1551.3966
2_Peak28244_lociStitched	chr16	74857584	74870608	2	1463	3180.4608	1112.2496
4_Peak41211_lociStitched	chr3	8850706	8863718	4	2870	4768.898	1374.0672
3_Peak29164_lociStitched	chr17	8478414	8491420	3	1494	3537.632	1448.8684
2_Peak22640_lociStitched	chr14	112029246	112042247	2	1224	2059.3584	1330.0023
3_Peak31352_lociStitched	chr18	12871315	12884312	3	1714	4404.6833	1516.7499
2_Peak48414_lociStitched	chr4	101145736	101158730	2	1252	3989.158	1303.2982
2_Peak21464_lociStitched	chr14	76792231	76805209	2	996	3763.62	1335.4362
2_Peak29177_lociStitched	chr17	8773365	8786342	2	996	3663.4071	943.4279
2_Peak21832_lociStitched	chr14	87582539	87595515	2	1213	2130.6592	1117.2336
3_Peak28438_lociStitched	chr16	78143997	78156968	3	1494	7176.8543	1227.0566
2_Peak3929_lociStitched	chr1	144367375	144380345	2	996	2840.43	1167.3
3_Peak19756_lociStitched	chr14	12139447	12152415	3	2140	4521.9416	1207.3208
3_Peak38833_lociStitched	chr2	106504776	106517739	3	1953	3767.0478	1215.9294
2_Peak22389_lociStitched	chr14	103751399	103764349	2	996	2073.295	1297.59
2_Peak20205_lociStitched	chr14	27798102	27811048	2	996	4414.586	1782.6642
2_Peak10417_lociStitched	chr11	32340429	32353374	2	996	2565.699	1087.38
2_Peak60841_lociStitched	chr8	10096451	10109390	2	1216	2856.9312	1187.8002
2_Peak32136_lociStitched	chr18	40029061	40041988	2	1290	2640.9861	1295.2854
4_Peak24216_lociStitched	chr15	40103038	40115955	4	2995	3532.7995	1384.7024
2_Peak46063_lociStitched	chr4	14075381	14088296	2	1166	5464.3365	1221.759
4_Peak1797_lociStitched	chr1	66807173	66820087	4	3831	6666.2068	1796.3374
2_Peak54593_lociStitched	chr6	41091538	41104449	2	996	3781.6319	1079.3596
2_Peak66279_lociStitched	chr9	77265260	77278170	2	996	2451.609	1223.868
2_Peak60850_lociStitched	chr8	10402466	10415369	2	1220	1790.9364	904.5003
2_Peak48481_lociStitched	chr4	102480970	102493871	2	1200	3872.8802	1451.3625
2_Peak65412_lociStitched	chr9	51292561	51305461	2	1489	2552.91	1195.83
2_Peak44846_lociStitched	chr3	137056894	137069789	2	1485	4973.6015	1530.6365
2_Peak38360_lociStitched	chr2	91779022	91791907	2	1229	2587.308	1285.923
2_Peak25787_lociStitched	chr15	94242078	94254963	2	1445	4100.007	1419.927
2_Peak41922_lociStitched	chr3	34816419	34829303	2	2246	2678.5836	1044.8924
4_Peak16848_lociStitched	chr13	29826291	29839172	4	3152	6868.1492	1442.672
2_Peak7015_lociStitched	chr10	40762507	40775387	2	996	2360.904	1029.112
2_Peak3501_lociStitched	chr1	131548204	131561079	2	996	2349.6875	1208.9625
3_Peak44608_lociStitched	chr3	128336618	128349486	3	1977	4278.61	1120.8028
2_Peak57860_lociStitched	chr7	4111602	4124468	2	1219	3560.0222	2466.4122
2_Peak54193_lociStitched	chr6	29960919	29973783	2	996	2316.8064	969.9456
2_Peak63995_lociStitched	chr8	127663000	127675863	2	1214	2789.9847	1041.903
3_Peak6014_lociStitched	chr10	8227691	8240554	3	1695	3981.0985	969.8702
2_Peak22370_lociStitched	chr14	103427844	103440702	2	996	3836.8272	1121.2176
2_Peak47237_lociStitched	chr4	59568916	59581774	2	1449	3562.9518	1090.3584
3_Peak11016_lociStitched	chr11	49933701	49946555	3	1703	3800.9278	1582.3274
2_Peak45972_lociStitched	chr4	12787226	12800079	2	1926	4319.8933	1454.9596
2_Peak65745_lociStitched	chr9	61517862	61530713	2	1327	2218.0826	1026.7949
2_Peak49596_lociStitched	chr5	4222028	4234876	2	996	2847.1168	824.8416
2_Peak45616_lociStitched	chr3	156809731	156822576	2	1145	3014.7215	1421.9415
4_Peak10115_lociStitched	chr11	22005509	22018353	4	3325	5891.5428	1527.1516
2_Peak28309_lociStitched	chr16	75766786	75779630	2	996	3257.2384	1176.5104
2_Peak10068_lociStitched	chr11	20542690	20555527	2	1687	5128.3815	1819.0029
2_Peak19370_lociStitched	chr13	113322007	113334843	2	1390	2090.9844	939.5952
2_Peak343_lociStitched	chr1	20938902	20951729	2	1194	2077.974	1237.8055
2_Peak5942_lociStitched	chr10	5437681	5450493	2	1308	3801.3204	1328.6044
2_Peak14051_lociStitched	chr12	44397824	44410628	2	1363	3295.7496	1334.1768
2_Peak5345_lociStitched	chr1	181369062	181381865	2	996	2725.7587	1038.3233
2_Peak1605_lociStitched	chr1	61297974	61310776	2	1443	2815.1598	1264.8376
4_Peak66719_lociStitched	chr9	94523216	94536014	4	4190	6096.9672	1485.8478
2_Peak11924_lociStitched	chr11	85381926	85394724	2	1995	4442.1858	1255.4838
2_Peak27077_lociStitched	chr16	40589676	40602473	2	1644	3900.5256	1112.0593
2_Peak36708_lociStitched	chr2	45246416	45259212	2	1079	5396.0732	1129.8868
3_Peak17179_lociStitched	chr13	41746783	41759577	3	1921	5084.3356	1109.2398
2_Peak1503_lociStitched	chr1	57705067	57717859	2	1210	2261.6256	1141.0464
2_Peak7732_lociStitched	chr10	69155436	69168227	2	996	4626.5047	1368.637
3_Peak8668_lociStitched	chr10	99250650	99263425	3	1823	3838.8875	1315.825
2_Peak57540_lociStitched	chr6	141239930	141252704	2	1820	2568.8514	921.0054
3_Peak64856_lociStitched	chr9	34568221	34580993	3	1972	4118.97	1387.0392
3_Peak4364_lociStitched	chr1	155386510	155399275	3	1785	4001.8275	1540.7355
2_Peak34003_lociStitched	chr19	15217308	15230070	2	996	1421.6868	1494.4302
2_Peak1433_lociStitched	chr1	55874168	55886926	2	996	2140.7924	1088.2574
2_Peak34287_lociStitched	chr19	23361119	23373876	2	996	2309.017	1001.4245
5_Peak56152_lociStitched	chr6	95217292	95230046	5	2819	8006.9612	1427.1726
2_Peak26230_lociStitched	chr16	10073089	10085842	2	1150	2131.0263	1090.3815
2_Peak35350_lociStitched	chr19	57642884	57655630	2	1349	2799.0216	1184.1034
3_Peak6081_lociStitched	chr10	9637974	9650718	3	1873	4353.3504	1336.8456
2_Peak39326_lociStitched	chr2	118375955	118388693	2	996	1826.6292	975.7308
3_Peak54868_lociStitched	chr6	50399862	50412591	3	1494	3042.231	1358.1843
2_Peak19056_lociStitched	chr13	106805026	106817751	2	996	2889.8475	1227.9625
2_Peak9454_lociStitched	chr10	120863792	120876512	2	1472	5049.84	1238.928
3_Peak66862_lociStitched	chr9	98326013	98338730	3	1603	5229.2304	1125.4545
3_Peak32688_lociStitched	chr18	55684320	55697037	3	3365	4346.6706	1325.1114
2_Peak57173_lociStitched	chr6	126569793	126582507	2	1400	1807.9308	1121.3748
2_Peak34376_lociStitched	chr19	25132183	25144895	2	996	1672.8992	1051.2824
3_Peak34492_lociStitched	chr19	28380630	28393340	3	1681	4981.049	1462.921
3_Peak23491_lociStitched	chr15	18820116	18832825	3	2344	4783.6676	1807.2198
2_Peak15611_lociStitched	chr12	97047622	97060328	2	996	3678.387	1069.8452
2_Peak10333_lociStitched	chr11	28571883	28584584	2	1626	5182.008	1425.0522
2_Peak3121_lociStitched	chr1	119878845	119891544	2	1910	3663.6615	1076.8752
2_Peak35993_lociStitched	chr2	19528645	19541338	2	1169	2207.3127	920.2425
2_Peak24256_lociStitched	chr15	40945845	40958537	2	1426	4235.3204	1162.5872
2_Peak36170_lociStitched	chr2	28260332	28273022	2	1763	2725.812	947.943
2_Peak52580_lociStitched	chr5	118340287	118352974	2	1402	2339.4828	1080.9324
2_Peak51521_lociStitched	chr5	72747319	72759997	2	996	3643.6572	1151.1624
2_Peak42463_lociStitched	chr3	53976677	53989354	2	1652	2237.4905	1050.9233
4_Peak9290_lociStitched	chr10	116196605	116209281	4	2956	4459.4168	1410.8388
2_Peak61794_lociStitched	chr8	44985666	44998332	2	1852	3480.6168	984.1482
2_Peak49977_lociStitched	chr5	18472187	18484850	2	996	4763.8206	1182.7242
2_Peak460_lociStitched	chr1	24122544	24135205	2	996	2791.7505	1305.3491
2_Peak39773_lociStitched	chr2	134016957	134029613	2	1631	1980.664	984.6368
2_Peak59328_lociStitched	chr7	97735990	97748646	2	1235	2728.6336	1108.6656
2_Peak6828_lociStitched	chr10	32684561	32697213	2	996	2282.4208	1490.4056
2_Peak34711_lociStitched	chr19	34947238	34959884	2	1651	3093.2116	1010.4154
3_Peak62121_lociStitched	chr8	57429109	57441754	3	1904	3479.904	1349.2215
2_Peak55618_lociStitched	chr6	77967415	77980059	2	1137	3416.4088	1378.196
2_Peak54997_lociStitched	chr6	53572769	53585411	2	1356	5327.3388	1247.7654
3_Peak18573_lociStitched	chr13	95810697	95823336	3	1494	4277.0376	1526.7912
2_Peak25620_lociStitched	chr15	90119667	90132300	2	996	3664.8333	1272.1431
2_Peak1282_lociStitched	chr1	51991954	52004580	2	996	3301.699	898.9712
2_Peak66112_lociStitched	chr9	71806331	71818955	2	1143	2560.1472	1240.9392
4_Peak56551_lociStitched	chr6	104028310	104040934	4	2376	4227.7776	1269.9744
3_Peak64885_lociStitched	chr9	34907891	34920515	3	1697	4438.5984	1044.0048
2_Peak27912_lociStitched	chr16	64711560	64724176	2	1580	2968.5448	1223.752
2_Peak11150_lociStitched	chr11	54833672	54846279	2	996	4391.0181	1283.3926
3_Peak60384_lociStitched	chr7	133608605	133621196	3	2127	2537.0865	763.0146
2_Peak7982_lociStitched	chr10	77624446	77637027	2	996	2561.4916	1176.3235
2_Peak31295_lociStitched	chr18	11534620	11547200	2	1449	3097.196	958.596
2_Peak24588_lociStitched	chr15	51205574	51218153	2	2479	4597.6245	1266.7053
2_Peak18359_lociStitched	chr13	89595102	89607667	2	996	3183.971	2033.017
2_Peak15686_lociStitched	chr12	98984480	98997032	2	996	2909.5536	1073.196
3_Peak40346_lociStitched	chr2	145160910	145173446	3	2177	4441.5048	1093.1392
2_Peak57478_lociStitched	chr6	139577310	139589839	2	1437	3273.8277	1093.7817
2_Peak24311_lociStitched	chr15	41818579	41831106	2	1408	4125.1411	1202.592
2_Peak49657_lociStitched	chr5	5254378	5266904	2	1151	4897.666	2218.3546
2_Peak39976_lociStitched	chr2	137942678	137955204	2	996	3418.3454	1141.1186
2_Peak5508_lociStitched	chr1	186249101	186261623	2	996	4277.5152	1158.285
3_Peak25662_lociStitched	chr15	91314967	91327479	3	1707	4817.12	1356.3008
2_Peak58473_lociStitched	chr7	65111577	65124086	2	996	4080.4358	1494.8255
2_Peak60230_lociStitched	chr7	128610958	128623462	2	1241	4657.74	1566.7512
2_Peak61817_lociStitched	chr8	45593684	45606184	2	1297	3885.0	1061.25
2_Peak27750_lociStitched	chr16	59605118	59617615	2	1590	2589.3784	1115.9821
3_Peak25625_lociStitched	chr15	90237695	90250187	3	2155	3977.4528	1414.0944
2_Peak2093_lociStitched	chr1	76809656	76822146	2	996	2401.827	840.577
2_Peak36237_lociStitched	chr2	31715938	31728421	2	1266	3082.0527	1155.9258
2_Peak2319_lociStitched	chr1	84203430	84215910	2	996	3672.864	1412.736
3_Peak42626_lociStitched	chr3	59155363	59167838	3	1781	3500.485	1208.8275
3_Peak37981_lociStitched	chr2	77756039	77768512	3	2257	3731.9216	1403.2125
2_Peak18217_lociStitched	chr13	83065028	83077498	2	1155	3843.254	1508.87
2_Peak44693_lociStitched	chr3	131552479	131564942	2	996	2181.025	914.7842
2_Peak44148_lociStitched	chr3	115844648	115857109	2	996	2309.0233	1501.5505
2_Peak56819_lociStitched	chr6	111492101	111504549	2	1655	3392.08	1168.8672
2_Peak50511_lociStitched	chr5	39603553	39616001	2	1771	3482.9504	1064.304
2_Peak2419_lociStitched	chr1	88745119	88757562	2	996	2752.3916	1087.5182
2_Peak18926_lociStitched	chr13	103199847	103212289	2	1477	4782.7048	1234.2464
3_Peak33433_lociStitched	chr18	77304825	77317263	3	1924	3685.3794	1352.0106
2_Peak19967_lociStitched	chr14	21020163	21032597	2	996	2642.225	1305.57
2_Peak25979_lociStitched	chr15	100251311	100263740	2	1264	2028.4128	877.4874
3_Peak16738_lociStitched	chr13	26009067	26021490	3	1704	3638.6967	1021.1706
2_Peak14589_lociStitched	chr12	59509913	59522329	2	996	2474.5088	1139.7888
2_Peak7194_lociStitched	chr10	46045502	46057914	2	1214	3204.7784	1184.1048
2_Peak55989_lociStitched	chr6	92383399	92395808	2	1649	3200.2811	1290.536
4_Peak48328_lociStitched	chr4	98444663	98457068	4	3253	6002.7795	1390.6005
2_Peak20989_lociStitched	chr14	62800767	62813167	2	996	1795.52	1091.2
2_Peak61736_lociStitched	chr8	41858182	41870580	2	1416	2880.0554	1098.4628
2_Peak43523_lociStitched	chr3	86800572	86812970	2	1170	4221.519	1379.8974
2_Peak8418_lociStitched	chr10	93759872	93772267	2	996	2357.529	958.1335
3_Peak53917_lociStitched	chr6	21418337	21430732	3	2335	6747.838	1737.779
2_Peak41984_lociStitched	chr3	37313347	37325738	2	996	3896.9695	1292.3813
2_Peak31109_lociStitched	chr17	93598137	93610523	2	996	3336.7884	896.7464
2_Peak20915_lociStitched	chr14	60693003	60705385	2	996	5571.9	1222.1034
2_Peak44355_lociStitched	chr3	121636343	121648711	2	996	2404.3392	1270.1936
3_Peak13900_lociStitched	chr12	40073704	40086067	3	1494	2463.9459	1066.9269
2_Peak7323_lociStitched	chr10	52940852	52953214	2	1538	2184.3654	1189.2244
2_Peak64417_lociStitched	chr9	23366638	23379000	2	1842	3655.4434	956.8188
2_Peak36941_lociStitched	chr2	52291401	52303763	2	1113	2369.7954	971.6532
2_Peak5255_lociStitched	chr1	179162288	179174644	2	2697	3971.2184	859.9776
2_Peak62796_lociStitched	chr8	81806881	81819219	2	1525	2952.4834	1074.6398
2_Peak14860_lociStitched	chr12	72376170	72388508	2	996	2391.1044	1138.7974
2_Peak30687_lociStitched	chr17	79568249	79580577	2	1131	2014.3952	945.5576
3_Peak39682_lociStitched	chr2	131686537	131698857	3	1617	4043.424	1090.32
2_Peak388_lociStitched	chr1	22211037	22223346	2	1761	3244.6524	1299.8304
2_Peak16709_lociStitched	chr13	25115336	25127645	2	1422	2844.6099	961.3329
3_Peak16996_lociStitched	chr13	35501260	35513564	3	1960	3175.6624	1122.1248
2_Peak1227_lociStitched	chr1	51056945	51069239	2	1522	4570.9092	1506.015
3_Peak64518_lociStitched	chr9	25555188	25567467	3	1494	3748.7787	1237.7232
2_Peak23895_lociStitched	chr15	30681824	30694102	2	1564	2702.3878	1515.1052
2_Peak11208_lociStitched	chr11	56741797	56754075	2	1405	2232.1404	1030.1242
2_Peak42034_lociStitched	chr3	38742026	38754291	2	996	2785.3815	1063.3755
3_Peak65133_lociStitched	chr9	43537032	43549294	3	1623	4896.2166	1334.1056
2_Peak52150_lociStitched	chr5	99019710	99031970	2	996	2557.436	1340.018
2_Peak34391_lociStitched	chr19	26249744	26262004	2	996	2754.822	1029.84
2_Peak10055_lociStitched	chr11	19823460	19835710	2	996	4463.9	1385.475
2_Peak8143_lociStitched	chr10	86502006	86514255	2	996	1256.7474	890.5023
2_Peak37780_lociStitched	chr2	72504543	72516788	2	1237	2567.7765	851.0275
2_Peak31400_lociStitched	chr18	14623624	14635869	2	1544	3727.378	1072.662
2_Peak37567_lociStitched	chr2	67646386	67658629	2	1432	3365.6007	1172.8794
3_Peak42262_lociStitched	chr3	48834637	48846876	3	2699	5585.8796	1025.6282
2_Peak17211_lociStitched	chr13	42623374	42635607	2	1263	2277.7846	1070.3875
2_Peak34461_lociStitched	chr19	27904682	27916914	2	996	3915.4632	1566.9192
2_Peak26666_lociStitched	chr16	27457119	27469346	2	1235	2139.725	1039.295
3_Peak47945_lociStitched	chr4	85920485	85932711	3	1709	3204.4346	1218.9322
2_Peak62072_lociStitched	chr8	54780498	54792708	2	1312	3619.044	1967.031
2_Peak11221_lociStitched	chr11	57030368	57042574	2	1237	4471.0578	1442.7492
3_Peak3371_lociStitched	chr1	128020355	128032556	3	2119	3947.0235	1439.718
2_Peak26964_lociStitched	chr16	37494817	37507014	2	1382	2552.8321	1050.1617
2_Peak10533_lociStitched	chr11	35668189	35680385	2	1322	2166.0096	1259.8468
3_Peak33754_lociStitched	chr18	86484798	86496992	3	2312	4872.7224	1171.8434
3_Peak4096_lociStitched	chr1	149326458	149338649	3	1494	4299.7657	1221.5382
3_Peak61276_lociStitched	chr8	28870954	28883129	3	2070	4359.8675	1400.125
3_Peak35221_lociStitched	chr19	55233272	55245441	3	1675	2621.2026	1069.6551
2_Peak31959_lociStitched	chr18	33759799	33771966	2	996	2814.2271	778.688
2_Peak42026_lociStitched	chr3	38473048	38485209	2	996	3677.4864	1130.973
3_Peak490_lociStitched	chr1	24661564	24673710	3	1494	4347.0534	1014.191
5_Peak36329_lociStitched	chr2	34358214	34370358	5	8031	15954.7872	1425.7056
2_Peak53117_lociStitched	chr5	136475965	136488108	2	1295	4407.909	1315.0869
2_Peak13462_lociStitched	chr12	26577388	26589528	2	996	3343.356	972.414
4_Peak58351_lociStitched	chr7	57471243	57483382	4	2347	3583.4328	1013.6065
2_Peak64304_lociStitched	chr9	16270683	16282818	2	996	3809.1765	1236.5565
2_Peak57274_lociStitched	chr6	134647737	134659870	2	1547	3665.3793	1152.635
2_Peak7696_lociStitched	chr10	67984423	67996553	2	1299	2259.819	874.573
2_Peak41980_lociStitched	chr3	37259505	37271629	2	1304	2904.9104	1125.1072
2_Peak19399_lociStitched	chr13	113865873	113877994	2	1477	2278.748	1162.4039
2_Peak44885_lociStitched	chr3	137608978	137621082	2	996	3636.0416	1292.7072
2_Peak34662_lociStitched	chr19	33102047	33114145	2	1466	2280.473	1242.4646
3_Peak24332_lociStitched	chr15	42577271	42589363	3	1860	4593.7508	1130.602
3_Peak19248_lociStitched	chr13	110382387	110394477	3	1696	2809.716	1069.965
2_Peak26902_lociStitched	chr16	34699961	34712035	2	1260	2790.3014	944.1868
2_Peak11206_lociStitched	chr11	56716992	56729065	2	996	2886.6543	814.9275
2_Peak22734_lociStitched	chr14	115473569	115485629	2	1425	3334.59	1097.46
2_Peak18037_lociStitched	chr13	77890494	77902552	2	1831	4501.2514	1252.8262
2_Peak37633_lociStitched	chr2	68884602	68896653	2	996	3570.7113	1547.3484
3_Peak55351_lociStitched	chr6	64596252	64608291	3	2089	3656.2443	1232.7936
2_Peak43781_lociStitched	chr3	101360824	101372862	2	996	2996.2582	1162.8708
2_Peak48249_lociStitched	chr4	96968656	96980692	2	996	4612.1952	1240.9116
3_Peak41296_lociStitched	chr3	13242548	13254571	3	1657	3659.8012	1157.8149
2_Peak19074_lociStitched	chr13	107449511	107461528	2	996	2706.2284	1088.7402
2_Peak20725_lociStitched	chr14	51902603	51914609	2	1245	2630.5146	1402.3008
2_Peak59033_lociStitched	chr7	88345970	88357968	2	996	3289.8516	1066.6222
2_Peak57407_lociStitched	chr6	137934835	137946824	2	1214	3427.6551	860.8102
2_Peak40574_lociStitched	chr2	154367409	154379397	2	1204	3193.6032	1274.3244
2_Peak61879_lociStitched	chr8	47334100	47346081	2	1167	2099.0712	947.6971
2_Peak64121_lociStitched	chr9	8952872	8964847	2	1288	1929.1725	1020.27
3_Peak28518_lociStitched	chr16	81190606	81202576	3	2477	5663.007	1582.434
3_Peak65211_lociStitched	chr9	46724146	46736115	3	1494	3020.9756	1163.3868
2_Peak26482_lociStitched	chr16	23229163	23241129	2	1177	2609.7846	1159.5054
2_Peak58546_lociStitched	chr7	67619374	67631340	2	1574	3178.1696	1076.94
2_Peak36024_lociStitched	chr2	20281706	20293671	2	996	2439.6635	1080.4395
2_Peak23745_lociStitched	chr15	25984049	25996011	2	1146	2464.172	1032.3206
2_Peak44322_lociStitched	chr3	120636827	120648789	2	1525	3270.4108	882.7956
2_Peak12329_lociStitched	chr11	99253754	99265707	2	996	1513.2498	786.5074
2_Peak27312_lociStitched	chr16	44643854	44655806	2	1200	3047.76	1056.5568
3_Peak7357_lociStitched	chr10	53630034	53641972	3	2029	4770.4248	1214.0946
3_Peak38516_lociStitched	chr2	96503995	96515928	3	2012	3766.0548	1118.1221
4_Peak51027_lociStitched	chr5	55880207	55892126	4	2233	4135.893	1143.0321
2_Peak38944_lociStitched	chr2	109768799	109780718	2	1200	2977.3662	949.9443
3_Peak38439_lociStitched	chr2	94043449	94055361	3	2253	5938.132	1000.608
2_Peak27697_lociStitched	chr16	57490409	57502319	2	1619	4424.565	953.991
2_Peak8360_lociStitched	chr10	92640880	92652784	2	1438	2541.504	876.1344
2_Peak64863_lociStitched	chr9	34677913	34689812	2	996	2785.5559	1176.8111
2_Peak26759_lociStitched	chr16	30661485	30673383	2	996	2767.4748	1063.6812
2_Peak36192_lociStitched	chr2	29388732	29400627	2	1358	3796.884	1319.1555
3_Peak14034_lociStitched	chr12	44089997	44101886	3	1709	2493.1233	1481.3694
3_Peak28299_lociStitched	chr16	75531623	75543512	3	2268	3495.366	812.0187
2_Peak24396_lociStitched	chr15	44694858	44706746	2	996	2546.4096	1277.96
2_Peak9039_lociStitched	chr10	109105739	109117624	2	1195	3466.8545	1137.3945
2_Peak51284_lociStitched	chr5	64813357	64825236	2	1170	3672.9868	893.3008
2_Peak54042_lociStitched	chr6	24516067	24527945	2	996	2513.3848	1074.959
2_Peak43650_lociStitched	chr3	95882198	95894071	2	996	2524.1998	1270.411
3_Peak67953_lociStitched	chrX	81074221	81086083	3	2690	4721.076	722.3958
2_Peak47060_lociStitched	chr4	53404484	53416339	2	1055	2727.8355	1012.417
2_Peak66661_lociStitched	chr9	92720709	92732563	2	1730	5408.9802	1316.9794
2_Peak11486_lociStitched	chr11	67723191	67735040	2	1665	4199.2856	1216.8923
2_Peak33352_lociStitched	chr18	74145922	74157766	2	1277	2478.9492	1051.7472
4_Peak11969_lociStitched	chr11	85755101	85766942	4	2857	4610.8854	1115.4222
2_Peak48280_lociStitched	chr4	97741095	97752935	2	1420	2982.496	1346.208
3_Peak4565_lociStitched	chr1	160183501	160195337	3	1786	3901.1456	1185.9672
3_Peak53212_lociStitched	chr5	141295056	141306881	3	2013	6191.57	1041.7825
3_Peak63271_lociStitched	chr8	99412367	99424191	3	2418	4503.7616	1116.1856
2_Peak20854_lociStitched	chr14	58191336	58203159	2	996	2024.0976	742.4844
2_Peak45991_lociStitched	chr4	13087827	13099643	2	1817	3865.0136	1003.1784
2_Peak7810_lociStitched	chr10	71893709	71905523	2	1176	2106.4362	829.3428
2_Peak40559_lociStitched	chr2	153668604	153680417	2	1120	2153.5099	958.0343
2_Peak18656_lociStitched	chr13	97548255	97560063	2	1467	4070.2176	1119.3984
2_Peak30171_lociStitched	chr17	62876173	62887973	2	2306	4377.8	1466.74
2_Peak62885_lociStitched	chr8	86148095	86159891	2	1530	3538.8	1230.3228
2_Peak8724_lociStitched	chr10	100019062	100030856	2	1282	3026.3404	960.0316
2_Peak1847_lociStitched	chr1	68863313	68875105	2	1888	3025.8272	1041.2336
2_Peak59244_lociStitched	chr7	95914845	95926630	2	996	2098.9085	984.0475
3_Peak5644_lociStitched	chr1	188628717	188640498	3	2768	3895.9767	988.4259
2_Peak46694_lociStitched	chr4	36962570	36974349	2	996	3589.0613	1141.3851
3_Peak30475_lociStitched	chr17	70622422	70634200	3	1494	2889.1434	1380.3816
2_Peak28926_lociStitched	chr16	96144858	96156634	2	996	2180.9152	925.5936
2_Peak57530_lociStitched	chr6	140883637	140895404	2	1215	3011.1753	923.7095
2_Peak50646_lociStitched	chr5	44257295	44269056	2	996	2785.0048	1003.2133
2_Peak9421_lociStitched	chr10	119779315	119791068	2	1309	3215.6208	974.3237
3_Peak47976_lociStitched	chr4	86543706	86555459	3	1494	3136.8757	1044.8417
2_Peak10141_lociStitched	chr11	22845239	22856988	2	1435	3225.1005	1107.9307
4_Peak16476_lociStitched	chr13	15608406	15620153	4	4220	3853.016	1259.2784
2_Peak27545_lociStitched	chr16	52030846	52042592	2	1551	2846.0558	1234.5046
2_Peak10982_lociStitched	chr11	48551155	48562900	2	1414	3259.2375	967.788
3_Peak32651_lociStitched	chr18	55190243	55201987	3	1716	3159.136	1176.7488
2_Peak6135_lociStitched	chr10	10917665	10929408	2	1187	3704.9165	1178.9972
3_Peak14593_lociStitched	chr12	59620040	59631772	3	2198	6195.6692	1433.6504
2_Peak48747_lociStitched	chr4	110788461	110800191	2	1176	2692.035	1069.776
2_Peak56437_lociStitched	chr6	101307874	101319592	2	996	3094.7238	1034.6994
3_Peak50688_lociStitched	chr5	45220589	45232306	3	1494	4173.5954	1347.455
2_Peak27618_lociStitched	chr16	54498218	54509934	2	1662	2120.596	865.8124
2_Peak30405_lociStitched	chr17	68631291	68643004	2	996	2747.8698	1233.3789
3_Peak66288_lociStitched	chr9	77469716	77481429	3	1637	3419.0247	767.2015
2_Peak21844_lociStitched	chr14	88253527	88265236	2	996	3188.3607	956.6253
3_Peak24187_lociStitched	chr15	39764173	39775868	3	1494	5831.127	1380.01
2_Peak21191_lociStitched	chr14	67982290	67993985	2	1541	3799.7055	1038.516
2_Peak13523_lociStitched	chr12	28699742	28711432	2	1131	3323.467	1378.251
2_Peak56969_lociStitched	chr6	116642873	116654560	2	996	3279.3722	1111.4337
2_Peak60144_lociStitched	chr7	124747912	124759591	2	1777	5675.994	1083.8112
2_Peak2263_lociStitched	chr1	82282989	82294664	2	996	2581.3425	1278.4125
4_Peak50753_lociStitched	chr5	47979192	47990867	4	3400	4890.6575	1022.73
2_Peak50009_lociStitched	chr5	19815807	19827477	2	1402	2842.812	855.411
